app_name	review_text	category
Seabank	puas	Positif
Seabank	aplikasinya aman	Positif
Seabank	oke	Positif
Seabank	sangat baik	Positif
Seabank	sangat menyenangkan dan menguntungkan😁	Positif
Seabank	mantaap	Positif
Seabank	Tf secepat kilat 👍	Positif
Seabank	Aplikasi gak jelas gak bisa login menghubungi bantuan gak bisa	Negatif
Seabank	sangat baik	Positif
Seabank	sangat bagus	Positif
Seabank	ok	Positif
Seabank	tdk ada biaya layanan..yg pntg ada saldo..CO terus deh	Positif
Seabank	good	Positif
Seabank	☝️	Positif
Seabank	jos mantaf	Positif
Seabank	mudah buat transaksi	Positif
Seabank	transfer sat set gratis pula	Positif
Seabank	sangat mudah dan praktis	Positif
Seabank	sangat membantu untuk transaksi apapun	Positif
Seabank	good	Positif
Seabank	seabank the best	Positif
Seabank	baik	Positif
Seabank	mantap	Positif
Seabank	sangat mudah digunakan, dan dapat mengirim uang kemanapun gratis	Positif
Seabank	sangat membantu tanpa biaya transaksi..trims	Positif
Seabank	baik	Positif
Seabank	mantap	Positif
Seabank	bagus	Positif
Seabank	tiba tiba app logout sendiri	Negatif
Seabank	mantap	Positif
Seabank	Super keren	Positif
Seabank	Limit bebas biaya Transfer 100x dalam sebulan	Positif
Seabank	sangat membantu sekali karena bebas biaya admin 100x	Positif
Seabank	tidak bisa masuk melalui no tlpn sudah coba pakai akun shopee tetap nggak bisa kebuka	Negatif
Seabank	sangat membantu	Positif
Seabank	Ok Bagus Dan Cepat Senang Menggunakannya	Positif
Seabank	puas bangat dah	Positif
Seabank	transaksi lancar	Positif
Seabank	saiya syukak 🗿	Positif
Seabank	Bagus banget..	Positif
Seabank	oke	Positif
Seabank	sangan nyaman digunakan	Positif
Seabank	"semakin Puas mantaplah"" debest kali gaez, bebas iklan, bug ataupun lemot, baik ketika dioprasikan aplikasinya dan membuka semua fitur2nya. namun sayang juga sih, biasajuga ketika dipakai terkadang agak"" susah membukanya pas saat jaringan lagi buruk / jaringan turun, terkadang loadingnya lamabat sekali dan cuman berputar putar ajah. saya kira cuman hal yang biasa terjadi disini dan seluruhnya aplikasinya sudah berjalan dengan selayaknya ,aplikasinya berfungsi dengan baik sesuai peruntukannya"	Positif
Seabank	josss	Positif
Seabank	untuk saat ini sangat baik	Positif
Seabank	gratis transfer gak ada biaya bulanan mantaaaap👍👍👍👍	Positif
Seabank	baguss	Positif
Seabank	keren	Positif
Seabank	Spinjam belum muncul di akun saya	Positif
Seabank	penggunaan yang fleksibel mantap	Positif
Seabank	mudah di gunakan	Positif
Seabank	bagus sekali	Positif
Seabank	digital bank paling GG	Positif
Seabank	mantap sekali	Positif
Seabank	sangat mudah	Positif
Seabank	Mantap,, mempermudah proses transaksi	Positif
Seabank	bagus sekali	Positif
Seabank	sangat membantu untuk transaksi	Positif
Seabank	Sangat membantu	Positif
Seabank	semoga lebih baik lagi kedepannya mantap 👍👍👍	Positif
Seabank	Aplikasi yg sangat cocok untuk tabungan	Positif
Seabank	good	Positif
Seabank	Terima kasih seabank	Positif
Seabank	fast to farious	Positif
Seabank	Tidak bisa menerima kode OTP. semua akun wa saya sudah saya daftarkan semua tetap gagal menerima Kode OTP. mau telepon cs sambungan terputus. mau chat CS wa tidak ada. mau kirim email ga dibalas juga. gimana ini?	Negatif
Seabank	Mantap	Positif
Seabank	mudah digunakan	Positif
Seabank	saya mendapatkan sms untuk menukar kode referal di apk ini dan katanya akan mendapatkan 100rb tapi setelah download dan buat rekening tidak dapat apa apa.	Negatif
Seabank	urusan jadi lebih mudah	Positif
Seabank	bagus bngt	Positif
Seabank	sangat membatu bangat	Positif
Seabank	good	Positif
Seabank	mantul	Positif
Seabank	mantap	Positif
Seabank	keren	Positif
Seabank	mantap sekali	Positif
Seabank	ok	Positif
Seabank	Enak mudah banget dan sangat membantu sekali	Positif
Seabank	mantap	Positif
Seabank	tidak ribet proses mudah	Positif
Seabank	baik	Positif
Seabank	Susah banget mau login ke akun sendiri juga mesti nelpon call centernya terus, sementara nelponnya mesti pake pulsa gabisa pake wifi, aku udah habis 50.000 pulsa tapi akun belum bisa dipake, tolong lah gausah dipersulit, mana pas nelpon tuh lama banget bertele2..keburu habis pulsa	Negatif
Seabank	good	Positif
Seabank	sukaaaaakk	Positif
Seabank	baru digunakan..kalo benar2 bagus di ksh lg jd bintang 5	Positif
Seabank	respon cepat bagus sekali	Netral
Seabank	jadi mudah bertransaksi	Positif
Seabank	mantapp	Positif
Seabank	sangat suka dg apk seabank daftarnya mudah dan memudahkan saya kirim uang dan bayar tagihan apapun🥰🥰🥰	Positif
Seabank	transfer antar bank beneran gratis, dlm transaksi lainnya agar konsisten, terima kasih	Positif
Seabank	menu pinjaman sejak jaman Majapahit ampe sekarang gk ada* padahal ada saldo jutaan	Positif
Seabank	mnta	Positif
Seabank	kak ini cara loginnya gimana, kok gabisa masukin password angka sama huruf besar, padahal pas bikin lewat shopee pw nya kombinasi?	Negatif
Seabank	selalu memberikan yang pelayanan yang terbaik	Positif
Seabank	sangat baik	Positif
Seabank	isk	Positif
Seabank	applikasi bank yang memudahkan untuk membayar tagihan shopee dan yang lainnya 🔥	Positif
Seabank	baik	Positif
Seabank	pokoknya mantap seabank nya	Positif
Seabank	mantap sekali	Positif
Seabank	bagus sekali	Positif
Seabank	bagus	Positif
Seabank	cepat, aman & terpercaya	Positif
Seabank	sangat membantu	Positif
Seabank	ok sangat membantu	Positif
Seabank	verifikasi OTP selalu ga masuk padahal nomor sudah bener,saya tunggu lama lama sampe beberapa hari, tetap saja masih ga bisa. mohon di perbaiki.	Negatif
Seabank	garcepp bossss	Positif
Seabank	kenapa akhir2 ini selalu muncul kontrol layar terdeteksi? mohon bantuannya ka untuk kendala saya, soalnya akun ga bisa di buka	Positif
Seabank	tetap optimis dalam melayani konsumen	Positif
Seabank	mntap	Positif
Seabank	OK	Positif
Seabank	Alhamdulillah aplikasi baguss. Walaupun aku belum.punya bank ATM tapi di seabank aku bisa nabungg. Terimakasih banyak seabank semoga tetap bermanfaat untuk semua orang aamiin	Positif
Seabank	menyenangkan	Positif
Seabank	mantap	Positif
Seabank	mempermudah dalam top up e wallet selain bisa menabung dan banyak kemudahan lainnya	Positif
Seabank	sangat 👍	Positif
Seabank	cocok banget pake sea bank	Positif
Seabank	keren	Positif
Seabank	ok	Positif
Seabank	transaksi cepat	Positif
Seabank	sangat baik	Positif
Seabank	bagus	Positif
Seabank	BAGUS SEKALI Tolong adain cek in harian bila dapat poin bisa di tukar dengan voucher deposito harian. SeaBank... nomer 1 & 100 % Mantap	Positif
Seabank	saya puas dgn sea bank pertahankan layanan baiknya	Positif
Seabank	Dapat gratis transfer tiap bulannya	Positif
Seabank	ok	Positif
Seabank	Keren Seabank,Mantap	Positif
Seabank	uwenak	Positif
Seabank	pengiriman gratis coy	Positif
Seabank	lebih mudah untuk transaksi, dan bisa juga investasi dengan mendapatkan bonus, pokoknya rekomendasi banget buat pake seabank	Positif
Seabank	APAAN INI, BARU AJA DOWNLOAD SUDAH SURUH PERBAHARUI,DAN GAK BISA DI BUKA LAGI, APLIKASI GAK GUNA INI NAMANYA,CUMA HABISI KOUTA SAMA WAKTU DONG,NIAT HATI BIAR MUDAH DALAM BERTRANSAKSI EHHH INI MALAH MENYUSAHKAN SAJA	Negatif
Seabank	suka banget tapi temankku bilang uang temannya di seabank hilang d bobol apakah itu benar?	Positif
Seabank	"gak jelas bngt mau daftar pake no hp tapi kode otp nggk di kirim"" kocakkkkkkkkk kocakkkkkk"	Negatif
Seabank	sangat bagus	Positif
Seabank	3 aja dulu	Netral
Seabank	biaya tf gratis👍👍👍	Positif
Seabank	best💯👍	Positif
Seabank	cepat mudah digunakan	Positif
Seabank	Recommended	Positif
Seabank	mudah digunakan dan gratis kirim kesemua bank lain	Positif
Seabank	Mantap	Positif
Seabank	Mudah aman dan nyamab	Positif
Seabank	bagus	Positif
Seabank	senang bgt gw	Positif
Seabank	kode otp masih di kirim ke pesan berasa primitif banget, harusnya bisa lewat whatsapp biar lebih mudah	Negatif
Seabank	saya baru pertama menggunakan sea bank.. transaksi cepat dan grts transfer	Positif
Seabank	benar	Negatif
Seabank	bagus dan cepat berbagi saldo	Positif
Seabank	pokok nya sukses selalu ya boskuh	Positif
Seabank	okk sekali	Positif
Seabank	gratis transfer ke semua bank sampe 100x... mudah digunakan...	Positif
Seabank	hemat tidak ada biaya transfer	Positif
Seabank	sangat bagus	Positif
Seabank	bagus bngt	Positif
Seabank	sangat membantu, the best lah pokoknya👍	Positif
Seabank	mudah dan cepat, gratis ADMI juga	Positif
Seabank	cakep tampilannya, komplit, dan mudah dimengerti.	Positif
Seabank	aplikasi enak digunakan fitur lengkap transfer kemana mana mudah pembayaran macam2 mudah belanja pun oke mantab	Positif
Seabank	Alhamdulillah mudah, simple tanpa admin	Positif
Seabank	mntap	Positif
Seabank	sangat senang	Positif
Seabank	good job	Positif
Seabank	Cepat	Positif
Seabank	good	Positif
Seabank	mantab 👍👍	Positif
Seabank	mau coba	Netral
Seabank	Minta kode otp nggak masuk masuk, sudah di coba lebih dari 50 kali nggak dapat sms satu pun masuk	Netral
Seabank	gratis admin sukses terus seabank	Positif
Seabank	aman	Positif
Seabank	good	Positif
Seabank	good	Positif
Seabank	puas	Positif
Seabank	mantap banget....	Positif
Seabank	sangat puas	Positif
Seabank	gakribet	Positif
Seabank	mantaf aplikasinya	Positif
Seabank	cepat, mudah d akses, toppppp	Positif
Seabank	ok	Positif
Seabank	oke banget	Positif
Seabank	seabank pinjam	Negatif
Seabank	semantara masih bagus,,pertahankan pelayanannya	Positif
Seabank	keren	Positif
Seabank	baik	Positif
Seabank	seabank terbaik dari aplikasi lainnya	Positif
Seabank	sejauh ini saya senang menggunakan seabank daripada yg lainnya	Positif
Seabank	terbaik	Positif
Seabank	mantap mudah digunakan	Positif
Seabank	aplikasi bagus sangat membantu	Positif
Seabank	pengguna baru beri 3 dlu ya	Netral
Seabank	lebih mudah tf tanpa biaya admin😍🥰🥰🥰 the best	Positif
Seabank	transaksi mudah dan cepat	Positif
Seabank	transaksi lebih mudah dan cepat terima kasih SeaBank	Positif
Seabank	sangat gmpang cepat ...transfer ke bank manapun trimakasih seaBank	Positif
Seabank	sangat mudah dan tidak ribet trima kasih.	Positif
Seabank	baik	Positif
Seabank	mudah bebas biaya transfer 👍🤝	Positif
Seabank	gampang banget bisa untuk dadakan	Positif
Seabank	sangat membantu	Positif
Seabank	okee	Positif
Seabank	kok fitur seabank pinjam saya ga ada padahal sering pke seabank lo dan pngguna lama jugaa tolong informasi nya	Negatif
Seabank	bagus banget aplikasinya, pake kode ini JMEGSA saya mendapatkan 150.000	Positif
Seabank	Semogah sea bank makin jaya kedepannya.	Positif
Seabank	sangat mudah dan membantu	Positif
Seabank	puas	Netral
Seabank	Luarbiasa Seabank, sangat memudahkan dalam membayar Shopee	Positif
Seabank	sangat cocok untuk bertransaksi	Positif
Seabank	mantappp	Positif
Seabank	Good Aplikasi, tidak ribet, fleksibel	Positif
Seabank	mantap	Positif
Seabank	sangat bagus apk seabank	Positif
Seabank	saya tidak bisa masuk ke apk sea bank mohon di perbaiki saya masi memiliki saldo	Negatif
Seabank	baik sekali	Positif
Seabank	Bagus simpel	Positif
Seabank	keren	Positif
Seabank	sangat memuaskan	Positif
Seabank	mantap	Positif
Seabank	pencurian data	Negatif
Seabank	ok	Negatif
Seabank	Nice apk	Positif
Seabank	ok	Positif
Seabank	mudah di gunakan aman tq	Positif
Seabank	mantap	Positif
Seabank	mantaff cepat dan aman	Positif
Seabank	sangat baik	Positif
Seabank	sangat membantu dan mempermudah	Positif
Seabank	ok	Positif
Seabank	oke banget	Positif
Seabank	bagus bgtt bisa untuk menabung	Positif
Seabank	mantap lah pokoknya. jangan lupa maksukin kode undangan : XWZVAS biar dapat cuan😘	Positif
Seabank	Bagus tranfer ke bank manapun gratis	Positif
Seabank	menjadi lebih mudah dalam bertransaksi	Positif
Seabank	mantep bnget	Positif
Seabank	baguss banget aman kok	Positif
Seabank	👍	Positif
Seabank	Top! 💥	Positif
Seabank	sangat mudah dan aman	Positif
Seabank	terimakasih	Positif
Seabank	sangat bagus	Positif
Seabank	mudah dan aman, seneng deh pakai nya	Positif
Seabank	Semoga bisa membantu	Positif
Seabank	semakin mudah dan tidak ribet,, gak perlu lagi kartu atm....	Positif
Seabank	cs nya baik bngt pas kemarin bantu memblokir rekening, karena HP aku kecopetan. seabank sangat aman dan worth it buat nabung.	Positif
Seabank	oke mantap	Positif
Seabank	kereeeennnn	Positif
Seabank	memudahkan	Positif
Seabank	bagus	Positif
Seabank	seabank sangat membantu	Positif
Seabank	ok	Positif
Seabank	Pengiriman transfer sangat cepat dan gratis biaya admin. Mantab untuk Seabank. Seabank bank digital yang aman dan terpercaya.	Positif
Seabank	mantab	Positif
Seabank	mantap	Positif
Seabank	rancak bana	Positif
Seabank	mantap	Positif
Seabank	sangat membantu mudah dalam melakukan transaksi dan yang terpenting bebas biaya admin tanks sea bank semoga makin berkembang	Positif
Seabank	sangat senang dengan aplikasi ini	Positif
Seabank	semoga. . .	Positif
Seabank	halo admin seabank,, kenapa saya tidak menerima kode otp dari server	Netral
Seabank	sangat mudah menggunakannya	Positif
Seabank	memudahkan	Positif
Seabank	bagus sih tp belum bisa pinjam saldo	Positif
Seabank	senang menggunakan sea bank, karena praktis dan ga ribet	Positif
Seabank	kalo bisa diriwayat transfer nya ada info saldo sebelum dan setelah tf.insyaallah saya kasi bintang 5 buat aplikasi ini.barakallaahu fiikum	Positif
Seabank	aplikasi paling buruk..saya tranfer tidak masuk ke penerima..tapi pihak bank gk ada tanggung jawabnya sama sekali...saya sangat kecewa	Negatif
Seabank	ini gmn ga bsa masuk pdhl udh vermuk disru hbgan cs csnya sibuk giamana sii inijj	Negatif
Seabank	keren sih.. selalu 0 rupiah setiap tf nya	Positif
Seabank	sangat 👍bagus	Positif
Seabank	terima kasih	Positif
Seabank	mantap	Positif
Seabank	mudah	Positif
Seabank	enak bgt pake seabank tf kmna2 grtis	Positif
Seabank	thanks app good tapi gak ada paylater nya buat saya hehe	Positif
Seabank	bismilah thr dari seabank aminn	Positif
Seabank	baik	Negatif
Seabank	oke sangat membantu bnget👌👌👌	Positif
Seabank	aplikasi ok bangett	Positif
Seabank	Mudah di gunakan untuk transaksi tanpa libet, Aman & terjaga ... Mantap	Positif
Seabank	Kereen	Positif
Seabank	mempermudah bertransaksi	Positif
Seabank	sangat membatu dalam transaksi sehari hari	Positif
Seabank	mantap	Positif
Seabank	mantap sekali	Positif
Seabank	bagus poll aplikasi nya	Positif
Seabank	lebih mudah menggunakannya dan untuk transfer kebank lain jugak oke	Positif
Seabank	ok pisan	Netral
Seabank	lancarjaya...tak pernah ada kendala pokoknya mantapppppp	Positif
Seabank	bagus	Positif
Seabank	oke bgt	Positif
Seabank	fast respon	Positif
Seabank	AKUN SEABANK TIBA TIBA PENUTUPAN SEPIHAK. TANPA ALASAN YANG JELAS	Negatif
Seabank	oke aplikasinyab	Positif
Seabank	bagus gampang	Positif
Seabank	sangat membantu sekali untuk segala transaksi	Positif
Seabank	top	Positif
Seabank	simpel aman	Positif
Seabank	nice	Positif
Seabank	senang	Positif
Seabank	keren ni apk kpan ya fitur pinjaman bisa keluar	Positif
Seabank	mantap	Positif
Seabank	Ter-Baik	Positif
Seabank	bagus	Positif
Seabank	bagus	Positif
Seabank	baik	Positif
Seabank	Tolong kasih fitur deposito kasih nama tabungan ... misal tabungan nikah tabungan anak tabungan haji tabungan darurat dll	Negatif
Seabank	baik👍	Positif
Seabank	mantap tanpa admin	Positif
Seabank	mudah di gunakan	Positif
Seabank	sangat membantu	Positif
Seabank	cepat	Positif
Seabank	kalau bisa ada casback otomatis min setiap transaksi	Positif
Seabank	bagus	Positif
Seabank	ok tanpa batasan waktu	Positif
Seabank	aplikasi ini sangat berguna dan bermanfaat bagi keuangan masyarakat Indonesia	Positif
Seabank	senang	Positif
Seabank	bagus	Positif
Seabank	ok	Positif
Seabank	mohon bantuannya akun saya terblokir	Negatif
Seabank	mantapppp	Positif
Seabank	bagus. semoga tingkat keamanannya juga selalu di maintenance.	Positif
Seabank	Baru saja coba dan transaksi sgt cepat dan lancar tnp kendala.	Positif
Seabank	keren, Klau bisa free admin terus	Positif
Seabank	sangat puas	Positif
Seabank	semoga isi dr bank lain kaya isi shopeepay tanpa adm	Positif
Seabank	sangat bagus	Positif
Seabank	Terbaik 👍	Positif
Seabank	sangat membantu	Positif
Seabank	bagus dan cepat	Positif
Seabank	sangat bagus	Positif
Seabank	Ka sya mau nanya nomer akun seabank sya ke blokir ka udh lama GK TLP dan di aktifkan kenapa kena potongan	Positif
Seabank	mantap	Netral
Seabank	penggunaannya gak ribet, dan gratis transfer ke semua bank.	Positif
Seabank	sangat bgus dan cepat dalam melakukan apapun	Positif
Seabank	😁	Positif
Seabank	ok	Positif
Seabank	Bagus banget, Seabank	Positif
Seabank	coba ada atm fisik	Positif
Seabank	aman dan terpercaya	Positif
Seabank	ok	Positif
Seabank	aplikasi sangat bagus sekali	Positif
Seabank	ok	Positif
Seabank	mantapssssss	Positif
Seabank	naikin lg bunganya	Positif
Seabank	senang menggunakan seabank	Positif
Seabank	good sangat baik	Positif
Seabank	sangat baik	Positif
Seabank	luar biasa, banyak gratis nya	Positif
Seabank	good	Positif
Seabank	kenapa ya punya ku belum ada buat pinjam	Positif
Seabank	mantap	Positif
Seabank	Ok	Positif
Seabank	luarr biasaa sihh menurut kuuu seabank	Positif
Seabank	transaksi udah lama, bertahun tahun akhirnya geratisanya ilang semua	Negatif
Seabank	sangat membantu	Positif
Seabank	mantap	Positif
Seabank	mntap	Positif
Seabank	semoga seabank memberikan pelayanan yang terbaik dalam peminjaman uang	Positif
Seabank	semoga amanah	Positif
Seabank	ok	Positif
Seabank	Sangat memahami apa yang kita butuhkan	Positif
Seabank	pembayar an, E Wallet sangat lambat, padahal saya top up, E wallet Kemarin, tapi belum ada yg masuk, bagaimana Ini, tanggungjawab dong jangan mau cari untung doang	Negatif
Seabank	aktifkan aplikasi seabank saya seperti biasa agar bisa digunakan sepertinya biasa dan saya merasa senang punya aplikasi seabank	Positif
Seabank	Cepat sekali	Positif
Seabank	sangattt cepetttt	Positif
Seabank	mudAh	Positif
Seabank	senang	Positif
Seabank	oke	Positif
Seabank	ok mantap	Positif
Seabank	mudah	Positif
Seabank	Bangus banget aku suka🥰	Positif
Seabank	masih aman terpercaya	Positif
Seabank	jossssssss matulll	Positif
Seabank	bagus mantap	Positif
Seabank	coba top up ke gopay gratis tambah mantap seabank	Positif
Seabank	bagus cepet murah	Positif
Seabank	sangat membantu dan mudah digunakan	Positif
Seabank	mantaap	Positif
Seabank	ok	Positif
Seabank	bagussssss.....	Positif
Seabank	the best	Positif
Seabank	good	Positif
Seabank	Terima kasih.	Positif
Seabank	mempermudah menghabiskan uang	Positif
Seabank	baik	Positif
Seabank	sangat baik memuaskn	Positif
Seabank	mudah	Positif
Seabank	mantap	Positif
Seabank	mudah efisien	Positif
Seabank	sangat membantu	Positif
Seabank	dapet SMS dari seabank kata ya bikin akun baru dapet 100rb,, ujung ya malah di suruh nabung dengan nominal 1jt haruuuuh SMS palsu	Negatif
Seabank	memuaskan moga aman puas lancar cepat	Positif
Seabank	sayang senang bergabung bank sea bank	Positif
Seabank	Good	Positif
Seabank	sangat mudah	Positif
Seabank	baguss	Positif
Seabank	cepat dalam pengiriman dana	Positif
Seabank	gag ada biaya apapun...saldo juga selimit2nya...semoga amanah	Positif
Seabank	nyaman	Positif
Seabank	sangatbaik	Positif
Seabank	Bagus	Positif
Seabank	sudah banyak pesing sekarang, seabank kalah jauh. Promonya sepi. Sekarangv pada beralih ke Superbank, transfer gratis 200x, lebih banyak 2x lipat daripada seabank.. lebih banyak pula promonya	Negatif
Seabank	good job	Positif
Seabank	nice	Positif
Seabank	mantap	Positif
Seabank	SEAPROMO	Positif
Seabank	mntap aku suka	Positif
Seabank	tingkatkan	Positif
Seabank	Good Bank	Positif
Seabank	sangat bermanfaat	Positif
Seabank	ok	Positif
Seabank	sangat puas, cocok untuk berbisnis	Positif
Seabank	proses secepatnkilat	Positif
Seabank	saya suka	Positif
Seabank	cukup puas	Positif
Seabank	mantap	Positif
Seabank	lebih mudah dengan simulasi bunga	Positif
Seabank	sukses selalu smoga kedepannya lebih baik lagi	Positif
Seabank	sangat bagusss	Positif
Seabank	baru pertama pakai mudah2an bagus	Positif
Seabank	lancar dan menyenangkan trimakasih	Positif
Seabank	sangat aneh dan buruk transfer yg di batalkan tidak pernah di kembalikan sehat sehat dah	Negatif
Seabank	amanah selalu ya	Positif
Seabank	👍👍👍	Positif
Seabank	sangat bagus	Positif
Seabank	simple	Positif
Seabank	sangat mudah di gunakan,sangat membantu	Positif
Seabank	membantu memudahkan untuk transaksi secara mudahh	Positif
Seabank	sangat memudahkan segala hal love seabank🌹🌹	Positif
Seabank	sangat mudah dan bagus	Positif
Seabank	mantap	Positif
Seabank	gratis pengiriman	Positif
Seabank	bagus	Positif
Seabank	mantap	Positif
Seabank	Mantap Banyak Gratisanx	Positif
Seabank	good	Positif
Seabank	mantap	Netral
Seabank	saya pengguna baru tapi knp diaplikasi seabank tidak terdapat spinjam..tolong dong dijelaskan	Positif
Seabank	bgs siip	Positif
Seabank	sangat bagus	Positif
Seabank	sangat berguna sekali	Positif
Seabank	palik ok	Positif
Seabank	mengapa akun filtur seabank pinjam saya tidk muncul	Positif
Seabank	sehat	Positif
Seabank	pengiriman cepat dn sangat memuaskan	Positif
Seabank	good	Positif
Seabank	sangat memuaskan	Positif
Seabank	di aplikasi tertera limit seabank pinjam sebesar 11.250.000 tapi selalu tidak dapat di cairkan dengan tanpa alasan, menyampah	Negatif
Seabank	“Pake SeaBank udah hampir 1 Minggu, dan sejauh ini puas banget! Bunga tabungannya harian, transfer ke bank lain juga cepet & gratis. Aplikasi-nya ringan, nggak ribet. Cocok banget buat yang pengen nabung tanpa banyak potongan,Fitur-fitur SeaBank oke banget buat bank digital, apalagi bunganya lumayan buat nabung harian.	Positif
Seabank	min tambahin fitur buat beli emas min	Positif
Seabank	okey lahh	Positif
Seabank	sejauh ini ,ini yang paling jauh lebih bagus apknya nggk lemot❤️❤️	Positif
Seabank	seneng tf kmn aja gratis	Positif
Seabank	ok lah	Positif
Seabank	jangan di download ini aplikasi,, apalagi yg dapat penawaran dari via SMS berinisial sea bank, yg isinya dapat bonus 100rbu kalau berhasil daftar.. dasar penipu	Negatif
Seabank	tidak bisa melakukan Transfer payah	Negatif
Seabank	sangat profesional	Positif
Seabank	mantapp	Positif
Seabank	mudah, nyaman dan menyenangkan	Positif
Seabank	mudah dan terpercaya	Positif
Seabank	praktis, mudah, proses cepat, keamanan terjaga, transaksi apapun ada, biaya tranfer gratis ke bank lain👍	Positif
Seabank	sejauh ini nyaman menggunakan seabank..	Positif
Seabank	suka aja karna aman	Positif
Seabank	terimakasih seabank sangat membantu	Positif
Seabank	mantab	Positif
Seabank	bagus	Positif
Seabank	mudah dan cepat	Positif
Seabank	ok	Positif
Seabank	mntap	Positif
Seabank	kenapa saldo saya tiba tiba terpotong 35rb tanpa ada perincian yang jelas? setelah saya hubungi customer service beberapa kali tiba tiba aplikasi seabank saya eror.	Negatif
Seabank	sangat cocok	Positif
Seabank	praktis, nyaman dan aman	Positif
Seabank	good	Positif
Seabank	lancar	Positif
Seabank	bagus	Positif
Seabank	sangat mudah	Positif
Seabank	ok pool	Positif
Seabank	Gas terus seabank	Positif
Seabank	ok	Negatif
Seabank	baguss	Positif
Seabank	mantappppppp	Positif
Seabank	aplikasi nya luar biasa 🥰♥️	Positif
Seabank	sangat bagus	Positif
Seabank	sangat cocok untuk saya mempermudah proses transaksi	Positif
Seabank	Proses super kilan semoga saya dapat penawaran produk seabank pinjam	Positif
Seabank	ok	Positif
Seabank	sangat bagus	Positif
Seabank	aplikasi yang sangat bagus, praktis dan cepat	Positif
Seabank	saya sangat suka...menggunakan aplikasi seabank..transfer ke semua bank.gratisssss..dan sangat membantu...smoga seabank makin maju dan makin canggih lagi..thanks.	Positif
Seabank	sangat nyaman mengguna kan	Positif
Seabank	bagus nih..bisa tf gratis	Positif
Seabank	soalnya transaksi nya gratis	Positif
Seabank	good	Positif
Seabank	harga pulsa mahal	Negatif
Seabank	buat kantor cabang Bank di cilegon banten, karena disini sudah banyak penggunanya	Netral
Seabank	bagus	Positif
Seabank	bagusssss	Positif
Seabank	sangat membantu dan mudah dalam penggunaan	Positif
Seabank	sangat bermanfaat	Positif
Seabank	mudah ,nyaman, cepat dan saya senang sekali	Positif
Seabank	Gratis sepuasnya kirim uang dan ewallet	Positif
Seabank	baik	Positif
Seabank	cool	Positif
Seabank	sangat bagus	Positif
Seabank	aman mudah mantap jiwa	Positif
Seabank	mantapsss	Positif
Seabank	mantap	Positif
Seabank	aplikasii top global cuyy	Positif
Seabank	baguss	Positif
Seabank	bagus	Positif
Seabank	oke	Positif
Seabank	keren	Positif
Seabank	aman dan terpercaya	Positif
Seabank	sangat joss dan cepat	Positif
Seabank	bagus	Positif
Seabank	Gampang kirim uang	Positif
Seabank	good	Positif
Seabank	sangat puas	Positif
Seabank	topup pulsa udah kepotong belum masuk, uda coba lagi tetep kepotong & ga masuk lagi	Negatif
Seabank	sangat bagus	Positif
Seabank	sangat puasss	Positif
Seabank	mudah digunakan dan sangat membantu buat aktifitas sehari hari	Positif
Seabank	terima kasih	Positif
Seabank	baik	Positif
Seabank	sangat membantu dan memberikan keuntungan yg layak untuk semua kalangan	Positif
Seabank	aejauh ini masih aman sip	Positif
Seabank	sangat membantu	Positif
Seabank	puas sekali	Positif
Seabank	luar biasa mudah dan aman	Positif
Seabank	mantap pisan	Positif
Seabank	ok good	Positif
Seabank	mantap	Positif
Seabank	keren	Negatif
Seabank	sejauh ini saya tidak melihat cacat	Positif
Seabank	mudah dan gratis transfer	Positif
Seabank	"aplikasinya mudah di gunakan dari fitur""nya"	Positif
Seabank	sangat baik dn tf sukses	Positif
Seabank	ok	Positif
Seabank	cepat	Positif
Seabank	cukup memuaskan	Positif
Seabank	baik	Positif
Seabank	mantap	Positif
Seabank	enak	Positif
Seabank	Simplel dan praktis dalam penggunaan. Terima kasih semoga sehat selalu. Amin	Positif
Seabank	Keren, Sangat Membantu	Positif
Seabank	no admin	Positif
Seabank	mantap	Positif
Seabank	mudah	Positif
Seabank	mudah dan menyenangkan	Positif
Seabank	terbaik	Positif
Seabank	mantap	Positif
Seabank	seabank apk bagus	Positif
Seabank	sangat bermanfaat	Positif
Seabank	real	Positif
Seabank	transaksi apapun sangat mudah ....mantap	Positif
Seabank	bgus	Positif
Seabank	sangat efisien praktis	Positif
Seabank	senang menggunakan sea bank, karena tanpa ada biaya admin, mantap.....	Positif
Seabank	terbaikkk	Positif
Seabank	sangat memudahkan dan bagus	Positif
Seabank	Nyoss 👍 layanan customer service yg mantap poll!	Positif
Seabank	Makasih sudah di beri fitur Pinjaman dana tunai pada akun seabank saya.... jelas sudah sangat membantu ketika saya butuh dana dadakan.... unik banget sih... bunganya kelewat murah, pinjaman mulai dari 100ribu bisa di cicil 12 bulan dan bisa pinjam berkali2 tanpa harus menunggu pelunasan dari pinjaman sebelumnya( selama limit pinjaman masih tersedia ).. The best pokoknya..	Positif
